file,rows,columns,sha256
manuscript/jcshm_reconstruction/tables/final/T01_information_provenance.csv,4,7,7b24626ee9ff507f59fde690320011f0a728728fef8423866bd8b3ee22f10fa8
manuscript/jcshm_reconstruction/tables/final/T02A_information_estimator_performance.csv,4,6,c1fc867196fb523040050bce4f1550b45deb1a48c0c499b4477843575293a7c0
manuscript/jcshm_reconstruction/tables/final/T02B_factorial_effects_overall_mae.csv,5,5,eb0d4151e9201f61b16ff3c35761ba957882da4b799861b206b1ae11898631c3
manuscript/jcshm_reconstruction/tables/final/T03_measurement_noise_failure.csv,4,7,f8bf824678ed6be8f12e8bfa3d0daa245a214e29aa5694ac53e1c4bc86383951
manuscript/jcshm_reconstruction/tables/final/T04_sensor_observability_summary.csv,4,8,39f9c34e99c8b24b99195e95638591116554af484ce5a81a8ab6d477700b1d4b
manuscript/jcshm_reconstruction/supplementary/tables/S01_complete_sensor_layout_results.csv,15,8,683dac4673d6161bc57f88bd6c4200d0ba6f9b33506a90b40b1d200740a43ae2
