noise_level,noise_percent,method,n_replicates,pearson_r_mean,pearson_r_std,spearman_rho_mean,spearman_rho_std
0.05,5,calibrated,5,0.6216004387407137,0.022602738239074757,0.2785690530158997,0.026252166121931847
0.1,10,calibrated,5,0.45289861089793454,0.011239188441867658,0.16866562962450843,0.01761098111636347
0.2,20,calibrated,5,-0.010618585461813481,0.007916670346534475,0.10260284412927145,0.016654791694302937
0.05,5,standard,5,0.6142852182220213,0.020845014791349602,0.28042493049348394,0.026053552909576335
0.1,10,standard,5,0.46605347988933843,0.00994623943733685,0.17341513785253265,0.018743641115382348
0.2,20,standard,5,0.007338678569113796,0.007260660465266079,0.10136600509961369,0.017019678915522717
