case_id,noise_level,noise_percent,replicate,descriptor_shift_l2,descriptor_shift_l1,standard_case_mae,standard_case_mae_change,calibrated_case_mae,calibrated_case_mae_change
1790,0.0,0,0,0.0,0.0,0.04712926485976077,0.0,0.04712926485976077,0.0
1998,0.0,0,0,0.0,0.0,0.008543481200517188,0.0,0.004784967091695905,0.0
1352,0.0,0,0,0.0,0.0,0.024556735914170444,0.0,0.030351568952853902,0.0
2059,0.0,0,0,0.0,0.0,0.04398880137330124,0.0,0.04023028726447995,0.0
1738,0.0,0,0,0.0,0.0,0.047918899187993025,0.0,0.047918899187993025,0.0
161,0.0,0,0,0.0,0.0,0.015995390854212005,0.0,0.020859804268139145,0.0
2218,0.0,0,0,0.0,0.0,0.00932020516351463,0.0,0.008788035975641224,0.0
1870,0.0,0,0,0.0,0.0,0.011900995866218865,0.0,0.007508941361044408,0.0
1513,0.0,0,0,0.0,0.0,0.016595792425010497,0.0,0.011731379011083357,0.0
1125,0.0,0,0,0.0,0.0,0.02154332458118999,0.0,0.024287193115098266,0.0
305,0.0,0,0,0.0,0.0,0.013475162417227345,0.0,0.013475162417227345,0.0
566,0.0,0,0,0.0,0.0,0.034282633114743694,0.0,0.039147046528670834,0.0
2223,0.0,0,0,0.0,0.0,0.05465781528451913,0.0,0.05465781528451913,0.0
833,0.0,0,0,0.0,0.0,0.009701467158518821,0.0,0.005942953049697539,0.0
2977,0.0,0,0,0.0,0.0,0.008531289147188509,0.0,0.0036668757332613683,0.0
2671,0.0,0,0,0.0,0.0,0.05200230508062237,0.0,0.05200230508062237,0.0
2301,0.0,0,0,0.0,0.0,0.020608388327408654,0.0,0.026165950426028088,0.0
2657,0.0,0,0,0.0,0.0,0.015132475351892204,0.0,0.015664644539765613,0.0
918,0.0,0,0,0.0,0.0,0.018545508235664983,0.0,0.012984450039819578,0.0
928,0.0,0,0,0.0,0.0,0.012522716841520455,0.0,0.012522716841520455,0.0
1626,0.0,0,0,0.0,0.0,0.0480094652000686,0.0,0.0480094652000686,0.0
