descriptor_set,model,candidate,alpha,C,gamma,epsilon,val_mse,val_mae,fit_seconds,mean_support_vector_ratio,selected
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p001_eps_0.04,,100.0,0.001,0.04,0.0028512423054448876,0.036729083812393544,0.9225586669635959,0.4155952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.02,,100.0,0.003,0.02,0.002526891364974161,0.03107293037337598,3.223410290956963,0.6154761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.03,,100.0,0.003,0.03,0.002480928318839576,0.03187263734314331,2.4015857079648413,0.4813095238095238,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.04,,100.0,0.003,0.04,0.0025473558746269415,0.03355665513142326,1.7651899579796009,0.3858333333333333,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.02,,100.0,0.01,0.02,0.002850275844916562,0.03173123457425888,8.737410540983547,0.6272619047619048,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.03,,100.0,0.01,0.03,0.0028005556048304268,0.03258004271511441,4.89322683296632,0.4967857142857143,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.04,,100.0,0.01,0.04,0.0028191939650081955,0.0340086791005155,2.794167708954774,0.4008333333333333,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.02,,300.0,0.0005,0.02,0.002866208890415784,0.03352788236820693,1.9995961250388063,0.6346428571428572,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.03,,300.0,0.0005,0.03,0.00281369542638395,0.03449915027342828,1.5496435840032063,0.5153571428571428,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.04,,300.0,0.0005,0.04,0.002812313384715893,0.03635048074194837,1.2790782080264762,0.41654761904761906,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.02,,300.0,0.00075,0.02,0.0025937325360204273,0.031955497247170735,2.8806602919939905,0.6292857142857143,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.03,,300.0,0.00075,0.03,0.002549303374010786,0.03290439884761686,2.2499671659898013,0.49952380952380954,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.04,,300.0,0.00075,0.04,0.0025795652913289183,0.03445278861650448,1.753365208976902,0.3998809523809524,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.02,,300.0,0.001,0.02,0.002445341624014848,0.031084766103509916,3.747992417018395,0.6264285714285714,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.03,,300.0,0.001,0.03,0.002408918560974952,0.03184929961339126,3.0211265410180204,0.4919047619047619,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.04,,300.0,0.001,0.04,0.0024463383660802422,0.03324589277716889,2.1720373750431463,0.3904761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.02,,300.0,0.003,0.02,0.0025746774282387856,0.030289965629716444,9.87099099997431,0.6127380952380952,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.03,,300.0,0.003,0.03,0.0025215632298251425,0.030986763594730484,6.755260166013613,0.4772619047619048,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.04,,300.0,0.003,0.04,0.002502295933633077,0.0319676958895979,4.80267033301061,0.37726190476190474,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.02,,300.0,0.01,0.02,0.003415002985186343,0.03325354761776854,19.889493666996714,0.6326190476190476,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.03,,300.0,0.01,0.03,0.0031349345867529013,0.033521878526399526,10.73996245895978,0.5069047619047619,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.04,,300.0,0.01,0.04,0.0029634858476096583,0.03421856698794523,5.12790204101475,0.4058333333333333,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.02,,500.0,0.0005,0.02,0.002663851725112082,0.032287829472606,3.1375212079728954,0.6353571428571428,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.03,,500.0,0.0005,0.03,0.0026126056870555228,0.03327376514427056,2.576630500028841,0.5035714285714286,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.04,,500.0,0.0005,0.04,0.0026185582242586928,0.03484290562863331,2.036143874982372,0.4030952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.02,,500.0,0.00075,0.02,0.00243164910564022,0.030992661795709933,4.855817582982127,0.6254761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.03,,500.0,0.00075,0.03,0.0024004640991050407,0.03175754898889277,3.7402546249795705,0.49202380952380953,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.04,,500.0,0.00075,0.04,0.0024312611431498046,0.03312201147585361,2.731596832978539,0.3904761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.02,,500.0,0.001,0.02,0.0023306531879302883,0.030413053572747963,6.2779108750401065,0.6189285714285714,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.03,,500.0,0.001,0.03,0.0022780925845067527,0.030926747108159566,4.71525470900815,0.48654761904761906,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.04,,500.0,0.001,0.04,0.002371123584199545,0.03262800722524163,3.511276250006631,0.3863095238095238,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.02,,500.0,0.003,0.02,0.0027381146490737286,0.03032609584760366,17.820397417002823,0.6061904761904762,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.03,,500.0,0.003,0.03,0.002672396858703577,0.031084526575720778,11.282478082983289,0.4720238095238095,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.04,,500.0,0.003,0.04,0.0025623372898475475,0.031592665562686424,7.722459124983288,0.37511904761904763,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.02,,500.0,0.01,0.02,0.003740053718803725,0.03409385502784064,29.76499033399159,0.6417857142857143,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.03,,500.0,0.01,0.03,0.0033200059456053566,0.033946175900848884,13.771814209001604,0.508452380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.04,,500.0,0.01,0.04,0.003020253074826384,0.034247529230443746,6.306081958988216,0.40785714285714286,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.02,,750.0,0.0005,0.02,0.002532530991129572,0.03149897320661366,5.00292137498036,0.6304761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.03,,750.0,0.0005,0.03,0.002495293807535459,0.03252516005825776,3.6098995829815976,0.49702380952380953,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.04,,750.0,0.0005,0.04,0.002504752412991282,0.03380174687020568,2.945768167031929,0.3954761904761905,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.02,,750.0,0.00075,0.02,0.0023443608576115675,0.03052684936386141,7.3929838329786435,0.6235714285714286,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.03,,750.0,0.00075,0.03,0.002303753704653586,0.031100449269226952,5.718318708008155,0.48738095238095236,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.04,,750.0,0.00075,0.04,0.0023617993353134098,0.03261515395255471,3.8156450419919565,0.384047619047619,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p001_eps_0.02,,750.0,0.001,0.02,0.002300840191209554,0.030062755011573093,9.652337791048922,0.6155952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p001_eps_0.03,,750.0,0.001,0.03,0.0022656100908216795,0.030649429614029614,6.938424332998693,0.4780952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p001_eps_0.04,,750.0,0.001,0.04,0.0023344751304181207,0.03213142525062833,5.202800084021874,0.37702380952380954,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p003_eps_0.02,,750.0,0.003,0.02,0.0028844905043056797,0.030510123105177717,26.772206416993868,0.6110714285714286,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p003_eps_0.03,,750.0,0.003,0.03,0.0028622604450371128,0.031246112425408132,16.61759412504034,0.47869047619047617,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p003_eps_0.04,,750.0,0.003,0.04,0.002704847597553872,0.031603567413376873,10.71821916603949,0.3775,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p01_eps_0.02,,750.0,0.01,0.02,0.003873950842361901,0.034484114322128646,35.90778974996647,0.6475,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p01_eps_0.03,,750.0,0.01,0.03,0.003385611665939511,0.03405129022044097,16.624966999981552,0.5116666666666667,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_750_gamma_0p01_eps_0.04,,750.0,0.01,0.04,0.0030679314054786458,0.03436923636597521,7.089648084016517,0.41059523809523807,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p0005_eps_0.02,,1000.0,0.0005,0.02,0.0024513107044799175,0.03103922763739405,6.373709959036205,0.6267857142857143,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p0005_eps_0.03,,1000.0,0.0005,0.03,0.0024117485802076653,0.031829175138234536,5.204595750023145,0.4942857142857143,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p0005_eps_0.04,,1000.0,0.0005,0.04,0.0024486631217149777,0.033164698959750355,3.675934500002768,0.38952380952380955,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p00075_eps_0.02,,1000.0,0.00075,0.02,0.0022911328678649413,0.03024078755577344,10.077567625034135,0.6194047619047619,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p00075_eps_0.03,,1000.0,0.00075,0.03,0.002256262230781473,0.03071469315782859,7.248388040985446,0.4838095238095238,True
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p00075_eps_0.04,,1000.0,0.00075,0.04,0.002319851591583562,0.0322699539928384,5.539872249995824,0.38023809523809526,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p001_eps_0.02,,1000.0,0.001,0.02,0.0023052268491224165,0.02986011217269954,12.800482582999393,0.6107142857142858,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p001_eps_0.03,,1000.0,0.001,0.03,0.0022574990628334473,0.030360132920108637,9.079827582987491,0.4782142857142857,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p001_eps_0.04,,1000.0,0.001,0.04,0.0023575353237454584,0.03188467426166667,7.535056791966781,0.3755952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p003_eps_0.02,,1000.0,0.003,0.02,0.003062300428361422,0.03082122551565899,35.591097040975,0.6177380952380952,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p003_eps_0.03,,1000.0,0.003,0.03,0.003023204224030911,0.03149549306729185,22.55894233402796,0.47869047619047617,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p003_eps_0.04,,1000.0,0.003,0.04,0.0027938977583002924,0.03164901333388109,12.730518999975175,0.3805952380952381,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p01_eps_0.02,,1000.0,0.01,0.02,0.00394479297371029,0.03469049770903567,40.94422325002961,0.6514285714285715,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p01_eps_0.03,,1000.0,0.01,0.03,0.003426376883026474,0.03417190204880466,17.246745750017,0.5116666666666667,False
signal_derived_with_ground,rbf_svr,rbf_svr_C_1000_gamma_0p01_eps_0.04,,1000.0,0.01,0.04,0.003087174861364279,0.03449792449411043,7.610124540980905,0.4141666666666667,False
oracle_full,ridge,ridge_alpha_1e-06,1e-06,,,,0.0031125121892357603,0.03868512679968526,0.0010946670081466436,,False
oracle_full,ridge,ridge_alpha_3e-06,3e-06,,,,0.0031119314916768256,0.038687851375237586,0.00047083402751013637,,False
oracle_full,ridge,ridge_alpha_1e-05,1e-05,,,,0.0031116842476136795,0.038684991733395624,0.0004300419823266566,,False
oracle_full,ridge,ridge_alpha_3e-05,3e-05,,,,0.003111626521382921,0.03868414525178274,0.00041866698302328587,,False
oracle_full,ridge,ridge_alpha_0.0001,0.0001,,,,0.0031115124393745514,0.038690034320835,0.0004194580251350999,,True
oracle_full,ridge,ridge_alpha_0.0003,0.0003,,,,0.0031116812394169327,0.038692689117146586,0.0004182499833405018,,False
oracle_full,ridge,ridge_alpha_0.001,0.001,,,,0.0031127685835404743,0.038697844916095514,0.0004140419769100845,,False
oracle_full,ridge,ridge_alpha_0.003,0.003,,,,0.003116296780475382,0.038714794866877206,0.00041437498293817043,,False
oracle_full,ridge,ridge_alpha_0.01,0.01,,,,0.0031305831963247604,0.03881167327229763,0.00041454198071733117,,False
oracle_full,ridge,ridge_alpha_0.03,0.03,,,,0.00317283951778025,0.03915541855618934,0.00041904201498255134,,False
oracle_full,ridge,ridge_alpha_0.1,0.1,,,,0.0032858290972514275,0.040163061940938355,0.0004171660402789712,,False
oracle_full,ridge,ridge_alpha_1,1.0,,,,0.00392985995233197,0.0457196573776477,0.00040625000838190317,,False
oracle_full,ridge,ridge_alpha_10,10.0,,,,0.0060092873823912075,0.05991932255993152,0.000417709001339972,,False
oracle_full,ridge,ridge_alpha_100,100.0,,,,0.008684582003049286,0.07491666005176281,0.0004075829638168216,,False
oracle_full,ridge,ridge_alpha_300,300.0,,,,0.009448620238146462,0.0789362091142143,0.00041404098737984896,,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p0005_eps_0.02,,100.0,0.0005,0.02,0.0027284626346171263,0.031984907732854784,1.1090571249951608,0.5635714285714286,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p0005_eps_0.03,,100.0,0.0005,0.03,0.0027420094978039935,0.03433230464728202,0.8960414580069482,0.4589285714285714,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p0005_eps_0.04,,100.0,0.0005,0.04,0.002839236390126057,0.03706625829914554,0.7089076669653878,0.38321428571428573,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p00075_eps_0.02,,100.0,0.00075,0.02,0.0023046608216180566,0.028966561663941286,1.4501965840463527,0.5292857142857142,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p00075_eps_0.03,,100.0,0.00075,0.03,0.0023667515618775287,0.031247275778778887,1.1271468750201166,0.4247619047619048,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p00075_eps_0.04,,100.0,0.00075,0.04,0.0024933534098620096,0.03417821554619483,0.8926578329992481,0.3526190476190476,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p001_eps_0.02,,100.0,0.001,0.02,0.002089534620109189,0.02741438463394722,1.8144941669888794,0.5111904761904762,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p001_eps_0.03,,100.0,0.001,0.03,0.0021710980256086543,0.029548672020793917,1.3187893749563955,0.40226190476190476,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p001_eps_0.04,,100.0,0.001,0.04,0.0022967051880405033,0.03235475362649154,0.9510642499662936,0.3311904761904762,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.02,,100.0,0.003,0.02,0.0018215453694175087,0.024791874214667498,3.816352292022202,0.48,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.03,,100.0,0.003,0.03,0.0018729643840294443,0.02643660153863669,2.2251125409966335,0.37107142857142855,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p003_eps_0.04,,100.0,0.003,0.04,0.001995904363384329,0.028889305683205004,1.4894248750060797,0.30023809523809525,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.02,,100.0,0.01,0.02,0.002252616061154352,0.027711229790226506,4.3763158749789,0.5291666666666667,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.03,,100.0,0.01,0.03,0.002363227463259308,0.02984015754213252,1.996408540988341,0.4125,False
oracle_full,rbf_svr,rbf_svr_C_100_gamma_0p01_eps_0.04,,100.0,0.01,0.04,0.0025783723185191527,0.03333616037006709,1.2977836659993045,0.3491666666666667,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.02,,300.0,0.0005,0.02,0.002069772056213289,0.027107823913223018,2.7976623750291765,0.5111904761904762,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.03,,300.0,0.0005,0.03,0.0021323012810293817,0.029241808358935445,1.939498417021241,0.40154761904761904,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p0005_eps_0.04,,300.0,0.0005,0.04,0.0022895622293352623,0.032002102057251,1.4261370829772204,0.3277380952380952,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.02,,300.0,0.00075,0.02,0.0018451945216940934,0.025436725301353998,4.146678790973965,0.48845238095238097,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.03,,300.0,0.00075,0.03,0.0018900281011701757,0.027338235758154437,2.6655336669646204,0.3757142857142857,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p00075_eps_0.04,,300.0,0.00075,0.04,0.0020392682549931138,0.029951572670457022,1.8853621250018477,0.305,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.02,,300.0,0.001,0.02,0.001744274833730029,0.024683714503857736,4.776408665988129,0.47928571428571426,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.03,,300.0,0.001,0.03,0.0017977405262386125,0.026527177180633785,3.023996707983315,0.36345238095238097,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p001_eps_0.04,,300.0,0.001,0.04,0.00188825096053688,0.0284600085844306,2.147868332976941,0.2932142857142857,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.02,,300.0,0.003,0.02,0.0017303383717477598,0.023667538258407457,10.528880042023957,0.48464285714285715,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.03,,300.0,0.003,0.03,0.0017329851401784659,0.024957320354269123,5.101379333995283,0.3669047619047619,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p003_eps_0.04,,300.0,0.003,0.04,0.001775058221433533,0.026760333328636237,2.6817805420141667,0.2922619047619048,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.02,,300.0,0.01,0.02,0.002264341520898003,0.027577722853005627,6.717291250010021,0.5391666666666667,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.03,,300.0,0.01,0.03,0.0023500971445263364,0.02963452878354526,2.8742548750014976,0.4216666666666667,False
oracle_full,rbf_svr,rbf_svr_C_300_gamma_0p01_eps_0.04,,300.0,0.01,0.04,0.0025580127085891055,0.03291896557858259,1.660098124993965,0.3513095238095238,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.02,,500.0,0.0005,0.02,0.0018761510543077854,0.025663310203204198,4.505888209037948,0.49702380952380953,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.03,,500.0,0.0005,0.03,0.0019390094584141797,0.0276838616445672,3.064518457977101,0.3819047619047619,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p0005_eps_0.04,,500.0,0.0005,0.04,0.0021008137908614644,0.03023424085637462,2.311082875006832,0.3078571428571429,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.02,,500.0,0.00075,0.02,0.0017220496768702944,0.0245464236860391,6.311329209012911,0.4780952380952381,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.03,,500.0,0.00075,0.03,0.0017667171402381114,0.026200210375000657,4.024926374957431,0.36357142857142855,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p00075_eps_0.04,,500.0,0.00075,0.04,0.0018704980701459183,0.028196840418997206,2.821544125035871,0.29333333333333333,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.02,,500.0,0.001,0.02,0.001663999292473746,0.02400129980253426,7.606953957991209,0.4694047619047619,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.03,,500.0,0.001,0.03,0.0016919694124305623,0.02538606207665786,4.86234437499661,0.3613095238095238,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p001_eps_0.04,,500.0,0.001,0.04,0.0017572478581363478,0.02726240922431601,3.1442742079962045,0.2857142857142857,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.02,,500.0,0.003,0.02,0.0017462336873612513,0.023514038152186424,15.593684208986815,0.49,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.03,,500.0,0.003,0.03,0.001741124392247385,0.024747414071099573,6.880022874975111,0.36523809523809525,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p003_eps_0.04,,500.0,0.003,0.04,0.0017585549550463162,0.026300878777623157,3.8707014590036124,0.2953571428571429,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.02,,500.0,0.01,0.02,0.002271955712980568,0.027585235437932027,7.792826500022784,0.5403571428571429,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.03,,500.0,0.01,0.03,0.002350855120412916,0.029689373506694493,3.323616041976493,0.4225,False
oracle_full,rbf_svr,rbf_svr_C_500_gamma_0p01_eps_0.04,,500.0,0.01,0.04,0.002565238567734117,0.03294239690835053,1.822571374999825,0.35285714285714287,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.02,,750.0,0.0005,0.02,0.001767576330009201,0.024802044964975158,6.6743751670001075,0.48369047619047617,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.03,,750.0,0.0005,0.03,0.00181128474469608,0.026667960792303984,4.302183624997269,0.36976190476190474,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p0005_eps_0.04,,750.0,0.0005,0.04,0.0019852647531020057,0.02909081899691114,2.9359091660007834,0.2932142857142857,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.02,,750.0,0.00075,0.02,0.0016697139254040637,0.024047781942292977,9.383835749991704,0.4694047619047619,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.03,,750.0,0.00075,0.03,0.0016930319945996114,0.02546005064474596,5.876303958008066,0.35904761904761906,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p00075_eps_0.04,,750.0,0.00075,0.04,0.001770195062715685,0.02723551595057901,3.8115844159619883,0.28535714285714286,False
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p001_eps_0.02,,750.0,0.001,0.02,0.0016069780124355192,0.023452878256886356,11.437984541989863,0.46964285714285714,True
oracle_full,rbf_svr,rbf_svr_C_750_gamma_0p001_eps_0.03,,750.0,0.001,0.03,0.0016385383217160593,0.024909408970246277,7.046512208995409,0.3585714285714286,False
