feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
full,ridge,results/tables/physics_ablation/debug_noise_020_1000/full/ridge,results/tables/physics_ablation/debug_noise_020_1000/full/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,92,not_available,0.004529670087283381,0.0042225947810537404,0.0419664671908993,0.06498149568187654,0.0,0.030658460677493594,0.06748672232771105,0.061233842608227174,0.06648840726497021,not_available,not_available,not_available,not_available
no_meta,ridge,results/tables/physics_ablation/debug_noise_020_1000/no_meta/ridge,results/tables/physics_ablation/debug_noise_020_1000/no_meta/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.004686033271878469,0.004321263780363189,0.04433449655498711,0.06573632010055924,0.0,0.032071226778882335,0.07201061905515801,0.061233842608227174,0.06632881218786009,not_available,not_available,not_available,not_available
physics_no_meta_core,ridge,results/tables/physics_ablation/debug_noise_020_1000/physics_no_meta_core/ridge,results/tables/physics_ablation/debug_noise_020_1000/physics_no_meta_core/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.004686033271878469,0.004321263780363189,0.04433449655498711,0.06573632010055924,0.0,0.032071226778882335,0.07201061905515801,0.061233842608227174,0.06632881218786009,not_available,not_available,not_available,not_available
full,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/full/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/full/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,92,not_available,0.005335824149087471,0.004894435811430154,0.04894474691823973,0.0699602445066493,0.0,0.03468611473654223,0.08112406435562264,0.061233842608227174,0.06317511128780351,not_available,not_available,not_available,not_available
no_meta,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/no_meta/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/no_meta/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.005543265734216094,0.005161671034146392,0.051126505810967386,0.07184477040221085,0.0,0.036311399362129126,0.08456169140315427,0.061233842608227174,0.06364038023619735,not_available,not_available,not_available,not_available
physics_no_meta_core,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/physics_no_meta_core/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/physics_no_meta_core/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.005543265734216094,0.005161671034146392,0.051126505810967386,0.07184477040221085,0.0,0.036311399362129126,0.08456169140315427,0.061233842608227174,0.06364038023619735,not_available,not_available,not_available,not_available
response_correlation,ridge,results/tables/physics_ablation/debug_noise_020_1000/response_correlation/ridge,results/tables/physics_ablation/debug_noise_020_1000/response_correlation/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,59,not_available,0.005433128943103374,0.005204860211678103,0.05179580321890011,0.07214471714323997,0.0,0.03782407940394519,0.08332761707450874,0.061233842608227174,0.06830365704112833,not_available,not_available,not_available,not_available
response_frequency,ridge,results/tables/physics_ablation/debug_noise_020_1000/response_frequency/ridge,results/tables/physics_ablation/debug_noise_020_1000/response_frequency/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,75,not_available,0.0063308762339246835,0.005697595518841439,0.05228966531690921,0.0754824186075237,0.0,0.037702831394131824,0.08520967848689312,0.061233842608227174,0.06632847637528479,not_available,not_available,not_available,not_available
response_correlation,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_correlation/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_correlation/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,59,not_available,0.006162317234442794,0.005838835716128385,0.056254694854761145,0.07641227464307279,0.0,0.04066665295180604,0.09143426483246857,0.061233842608227174,0.06503534674850817,not_available,not_available,not_available,not_available
response_frequency,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_frequency/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_frequency/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,75,not_available,0.006947745800455341,0.006263919702067905,0.05787137148787654,0.07914492846713493,0.0,0.04066840469029189,0.09669555338625065,0.061233842608227174,0.06323404590251269,not_available,not_available,not_available,not_available
response_basic_only,ridge,results/tables/physics_ablation/debug_noise_020_1000/response_basic_only/ridge,results/tables/physics_ablation/debug_noise_020_1000/response_basic_only/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,52,not_available,0.007172768851978435,0.00651655150710816,0.05900412984289278,0.08072516031020416,0.0,0.042468803599981376,0.09632156010694967,0.061233842608227174,0.06866150712314933,not_available,not_available,not_available,not_available
response_spatial,ridge,results/tables/physics_ablation/debug_noise_020_1000/response_spatial/ridge,results/tables/physics_ablation/debug_noise_020_1000/response_spatial/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.1,not_applicable,clipped,not_applicable,64,not_available,0.007310131279608369,0.006581094027504669,0.05970293274541121,0.08112394238142441,0.0,0.04320784823273244,0.09692954424123822,0.061233842608227174,0.0668161557756271,not_available,not_available,not_available,not_available
response_spatial,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_spatial/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_spatial/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,64,not_available,0.007639617649850503,0.006811199825345008,0.0620412296864236,0.08252999348930672,0.0,0.0446635090049763,0.10125980149755877,0.061233842608227174,0.06436650588981739,not_available,not_available,not_available,not_available
response_basic_only,elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_basic_only/elasticnet,results/tables/physics_ablation/debug_noise_020_1000/response_basic_only/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,52,not_available,0.007667063542630974,0.006838017196418088,0.0622343327094358,0.08269230433612361,0.0,0.04412221454442157,0.10311031523485042,0.061233842608227174,0.06379219441687548,not_available,not_available,not_available,not_available
full,random_forest,results/tables/physics_ablation/debug_noise_020_1000/full/random_forest,results/tables/physics_ablation/debug_noise_020_1000/full/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_5,not_applicable,clipped,not_applicable,92,not_available,0.008736137765310638,0.008911337156788678,0.07294517243785473,0.09439987900833707,0.0,0.04919212737483413,0.12655177140521817,0.061233842608227174,0.05709982504283116,not_available,not_available,not_available,not_available
