seed,metric,78d_ridge,78d_svr,92d_ridge,92d_svr,information_effect_under_ridge,information_effect_under_svr,model_effect_on_78d,model_effect_on_92d,interaction_difference_in_differences,information_improvement_ridge_percent,information_improvement_svr_percent,model_improvement_78d_percent,model_improvement_92d_percent
7,test_mae,0.0446351347463068,0.0306116840093559,0.03901486843178934,0.0234538908563662,-0.0056202663145174594,-0.0071577931529897,-0.0140234507369509,-0.01556097757542314,-0.0015375268384722404,12.591574656291346,23.3825527233394,31.417964383116885,39.88473677062062
7,test_rmse,0.0625259199506519,0.0487773896181717,0.057752752738965754,0.0405462293672288,-0.0047731672116861495,-0.0082311602509429,-0.013748530332480205,-0.017206523371736955,-0.00345799303925675,7.633901613048372,16.874950290239465,21.9885294663895,29.79342551775497
7,damaged_entry_mae,0.0712212491491527,0.0525296075487531,0.06275669577907715,0.0357573128878259,-0.008464553370075553,-0.016772294660927195,-0.018691641600399607,-0.02699938289125125,-0.008307741290851642,11.884870696874392,31.929221335531032,26.244473136458566,43.022314282283716
7,zero_damage_mae,0.0333612761071253,0.021317374660371,0.028947131518698935,0.0182366169569498,-0.0044141445884263615,-0.0030807577034211997,-0.012043901446754296,-0.010710514561749134,0.0013333868850051618,13.23134215325651,14.451862635544554,36.101441108189384,37.00026220156038
7,high_damage_mae,0.0923430780347773,0.0645279556222223,0.08273467778253876,0.0405525086743724,-0.009608400252238539,-0.0239754469478499,-0.027815122412555,-0.04218216910816636,-0.014367046695611362,10.4051115218619,37.15513178228317,30.121502341604376,50.98487144536744
7,high_damage_abs_bias,0.0785088441630031,0.0521196815861022,0.06681208353869929,0.0226944333815749,-0.011696760624303817,-0.029425248204527302,-0.026389162576900903,-0.04411765015712439,-0.017728487580223485,14.898653456187114,56.45707592421976,33.61298062433667,66.03244176866644
7,high_damage_underestimation_ratio,0.8407407407407408,0.7777777777777778,0.8074074074074075,0.6407407407407407,-0.033333333333333326,-0.13703703703703707,-0.062962962962963,-0.16666666666666674,-0.10370370370370374,3.9647577092511,17.619047619047624,7.488986784140973,20.64220183486239
8,test_mae,0.0458192114255079,0.0322742482760699,0.04041325300568452,0.0239380003607895,-0.00540595841982338,-0.008336247915280402,-0.013544963149437997,-0.01647525264489502,-0.0029302894954570217,11.798453643429232,25.829410011267107,29.561755272587288,40.766954945640265
8,test_rmse,0.0632585375615254,0.0494398213490799,0.05867771727485483,0.0402467403845628,-0.0045808202866705686,-0.009193080964517097,-0.0138187162124455,-0.01843097689029203,-0.004612260677846529,7.241426158825205,18.59448661759411,21.84482402712106,31.410521312474877
8,damaged_entry_mae,0.0725799267408369,0.0498182638150872,0.06576070894015125,0.03854587760261,-0.006819217800685645,-0.011272386212477198,-0.022761662925749694,-0.027214831337541247,-0.004453168411791553,9.39545974610199,22.62701537395491,31.360823781243784,41.38463799456517
8,zero_damage_mae,0.0340136436602987,0.0245346545514915,0.029231148746364125,0.0174936926264075,-0.004782494913934576,-0.007040961925084001,-0.0094789891088072,-0.011737456119956625,-0.0022584670111494252,14.060519248388506,28.69802756059579,27.868196666831185,40.15393381150158
8,high_damage_mae,0.0972901671881684,0.0587073034273382,0.08716058517593105,0.0440624496309699,-0.010129582012237348,-0.014644853796368304,-0.03858286376083019,-0.04309813554496115,-0.004515271784130956,10.41172227882575,24.94553989265438,39.657516145703894,49.446817570084974
8,high_damage_abs_bias,0.0828622772366859,0.0467868330281333,0.07055703167799901,0.0241513866800312,-0.012305245558686895,-0.022635446348102103,-0.036075444208552604,-0.046405644997967815,-0.010330200789415208,14.850238213389277,48.379949834371615,43.536631398033556,65.77040430179825
8,high_damage_underestimation_ratio,0.875,0.7720588235294118,0.8455882352941176,0.6654411764705882,-0.02941176470588236,-0.1066176470588236,-0.1029411764705882,-0.18014705882352944,-0.07720588235294124,3.3613445378151265,13.809523809523819,11.764705882352937,21.304347826086957
9,test_mae,0.0434321787000147,0.0310516880467497,0.03846922993565484,0.0223918192397138,-0.004962948764359862,-0.008659868807035898,-0.012380490653265002,-0.016077410695941038,-0.0036969200426760357,11.426893406934205,27.888560499506752,28.5053410255489,41.79291013319672
9,test_rmse,0.0603685223941781,0.0530015436168593,0.056428366592402426,0.0383602844978107,-0.003940155801775674,-0.014641259119048601,-0.007366978777318803,-0.01806808209459173,-0.010701103317272927,6.526838235410678,27.624212654801532,12.203344533125875,32.01950222146681
9,damaged_entry_mae,0.0668103925720751,0.0459433854843995,0.06008008225005355,0.0378255939733733,-0.0067303103220215585,-0.0081177915110262,-0.020867007087675603,-0.022254488276680244,-0.0013874811890046412,10.073747605600273,17.669119124411655,31.23317538534781,37.041374517526414
9,zero_damage_mae,0.0326816131968045,0.0242036811958597,0.028531392739982436,0.0152945359680309,-0.004150220456822066,-0.008909145227828801,-0.0084779320009448,-0.013236856771951536,-0.004758924771006735,12.69894613778692,36.80905047349907,25.940983848905425,46.39400849648002
9,high_damage_mae,0.0875884126199696,0.0539569840855224,0.07888944121794361,0.0434638595599253,-0.008698971402025982,-0.0104931245255971,-0.03363142853444719,-0.03542558165801831,-0.0017941531235711183,9.931646369445303,19.44720355193571,38.39712072459622,44.905352492166806
9,high_damage_abs_bias,0.0764895083814283,0.0403510433410502,0.0643705774020952,0.0233519524733198,-0.0121189309793331,-0.0169990908677304,-0.036138465040378105,-0.04101862492877541,-0.004880159888397299,15.843912761080817,42.12800825012812,47.24630319254679,63.722630096277946
9,high_damage_underestimation_ratio,0.8767605633802817,0.75,0.823943661971831,0.6373239436619719,-0.052816901408450745,-0.11267605633802813,-0.12676056338028174,-0.18661971830985913,-0.059859154929577385,6.0240963855421725,15.02347417840375,14.45783132530121,22.649572649572647
