seed,model,damage_bin,n_entries,mae,rmse,bias,mean_true,mean_prediction,underestimation_ratio
4,ridge,zero,1236,0.0347049081403138,0.0476679853797176,0.0347049081403138,0.0,0.0347049081403138,
5,rbf_svr,high,281,0.0486209794119639,0.0682359332434168,-0.0345429783446974,0.276009544380537,0.2414665660358395,0.7295373665480427
5,rbf_svr,low,110,0.0339848078728649,0.0464584057894774,-0.0001570344391442,0.0740682404267888,0.0739112059876445,0.5363636363636364
5,rbf_svr,medium,158,0.0406081828745416,0.0536086274041836,-0.024600792146989,0.1518715059540506,0.1272707138070615,0.7341772151898734
5,rbf_svr,zero,1251,0.0228701167751999,0.039178239115001,0.0228701167751999,0.0,0.0228701167751999,
5,ridge,high,281,0.0916894569561933,0.1123066381994541,-0.0803502806995308,0.276009544380537,0.1956592636810061,0.8718861209964412
5,ridge,low,110,0.0326507259373237,0.0415619873355612,-0.00414510368884,0.0740682404267888,0.0699231367379487,0.5636363636363636
5,ridge,medium,158,0.0560054765502306,0.0679207284318205,-0.0430919506569528,0.1518715059540506,0.1087795552970977,0.810126582278481
5,ridge,zero,1251,0.0330923376435743,0.0469734077203541,0.0330923376435743,0.0,0.0330923376435743,
6,rbf_svr,high,279,0.0613433194084353,0.086296245457361,-0.0487322883651747,0.2720035147652843,0.2232712264001095,0.7383512544802867
6,rbf_svr,low,83,0.0334338734436361,0.0440957688971002,-0.0014492556222211,0.0745656893492805,0.0731164337270594,0.5542168674698795
6,rbf_svr,medium,174,0.0395163185056582,0.0566813171268859,-0.0267692093451426,0.1477264260136244,0.1209572166684818,0.7701149425287356
6,rbf_svr,zero,1264,0.0247190624512467,0.0404517984886034,0.0247190624512467,0.0,0.0247190624512467,
6,ridge,high,279,0.0936596557804817,0.1120686738936667,-0.0812494901377468,0.2720035147652843,0.1907540246275374,0.8602150537634409
6,ridge,low,83,0.0308556569216339,0.0374769890943924,-0.0033409131978512,0.0745656893492805,0.0712247761514293,0.5421686746987951
6,ridge,medium,174,0.0527935550198996,0.064914565560677,-0.0454549211084894,0.1477264260136244,0.102271504905135,0.8218390804597702
6,ridge,zero,1264,0.0340325556963893,0.0475313029506384,0.0340325556963893,0.0,0.0340325556963893,
7,rbf_svr,high,270,0.0645279556222223,0.0875415702314612,-0.0521196815861022,0.2733204295763381,0.2212007479902359,0.7777777777777778
7,rbf_svr,low,79,0.0302631220857139,0.0379510299261554,-0.0054069363265797,0.0751143458463546,0.0697074095197749,0.5569620253164557
7,rbf_svr,medium,187,0.0446124865420334,0.0559169057042875,-0.0337112614466401,0.1478856411913177,0.1141743797446776,0.7486631016042781
7,rbf_svr,zero,1264,0.021317374660371,0.0346203805919572,0.021317374660371,0.0,0.021317374660371,
7,ridge,high,270,0.0923430780347773,0.1113657278137956,-0.0785088441630031,0.2733204295763381,0.194811585413335,0.8407407407407408
7,ridge,low,79,0.0355100217905262,0.0428806394682296,-0.0047491274763376,0.0751143458463546,0.0703652183700169,0.5063291139240507
7,ridge,medium,187,0.0558110521556387,0.0682087555144434,-0.0416295913757958,0.1478856411913177,0.1062560498155218,0.8021390374331551
7,ridge,zero,1264,0.0333612761071253,0.0459876578548268,0.0333612761071253,0.0,0.0333612761071253,
8,rbf_svr,high,272,0.0587073034273382,0.0771847776566551,-0.0467868330281333,0.273185974200254,0.2263991411721206,0.7720588235294118
