metric,effect,definition,n_seeds,mean_effect,std_effect,ci95_low,ci95_high,negative_seeds,positive_seeds,mean_relative_improvement_percent,one_sample_t_statistic,one_sample_t_pvalue,wilcoxon_statistic,wilcoxon_pvalue
high_damage_mae,information_effect_under_svr,92D_SVR_minus_78D_SVR,10,-0.0160027449113245,0.004278414400905,-0.0190633381996163,-0.0129421516230328,10,0,26.20994273884031,-11.828008694938587,8.706614920949087e-07,0.0,0.001953125
high_damage_mae,model_effect_on_78d,78D_SVR_minus_78D_Ridge,10,-0.0343791537954876,0.0060813381655261,-0.0387294810497397,-0.0300288265412355,10,0,36.29962855642059,-17.877057164696886,2.4370010563692852e-08,0.0,0.001953125
high_damage_mae,model_effect_on_92d,92D_SVR_minus_92D_Ridge,10,-0.0397464916129798,0.0039189784502686,-0.0425499599117297,-0.0369430233142299,10,0,47.2611402958898,-32.071991232608255,1.3685448479232095e-10,0.0,0.001953125
high_damage_mae,interaction_difference_in_differences,(92D_SVR-78D_SVR)-(92D_Ridge-78D_Ridge),10,-0.0053673378174922,0.0044828524508367,-0.0085741772766457,-0.0021604983583386,9,1,,-3.786208147819929,0.0043076913827426,2.0,0.005859375
high_damage_abs_bias,information_effect_under_ridge,92D_Ridge_minus_78D_Ridge,10,-0.014449216137125,0.0022195697336369,-0.0160370006743657,-0.0128614315998844,10,0,17.41350742380379,-20.58616708676455,7.036394479615423e-09,0.0,0.001953125
high_damage_abs_bias,information_effect_under_svr,92D_SVR_minus_78D_SVR,10,-0.0204151656322004,0.0053096741875802,-0.02421347773074,-0.0166168535336607,10,0,42.608880329581766,-12.158640987492682,6.884366300753313e-07,0.0,0.001953125
high_damage_abs_bias,model_effect_on_78d,78D_SVR_minus_78D_Ridge,10,-0.0353713936997806,0.0074320073641515,-0.0406879314929513,-0.03005485590661,10,0,42.71529147091899,-15.050330634138993,1.0957512946017313e-07,0.0,0.001953125
high_damage_abs_bias,model_effect_on_92d,92D_SVR_minus_92D_Ridge,10,-0.0413373431948559,0.0032147754782955,-0.0436370550343998,-0.0390376313553121,10,0,60.57519123461184,-40.6622975067338,1.6386970003338527e-11,0.0,0.001953125
high_damage_abs_bias,interaction_difference_in_differences,(92D_SVR-78D_SVR)-(92D_Ridge-78D_Ridge),10,-0.0059659494950753,0.0068157685631327,-0.0108416566062101,-0.0010902423839405,8,2,,-2.76799140628361,0.0218250691307725,6.0,0.02734375
high_damage_underestimation_ratio,information_effect_under_ridge,92D_Ridge_minus_78D_Ridge,10,-0.0570215719536737,0.0251749613676123,-0.0750306544255399,-0.0390124894818076,10,0,6.4945120275265165,-7.162594631377118,5.293451703534818e-05,0.0,0.001953125
high_damage_underestimation_ratio,information_effect_under_svr,92D_SVR_minus_78D_SVR,10,-0.0953394264255049,0.0316385167970634,-0.1179722579109531,-0.0727065949400567,10,0,12.44239215452316,-9.529199496059308,5.337656524426695e-06,0.0,0.001953125
high_damage_underestimation_ratio,model_effect_on_78d,78D_SVR_minus_78D_Ridge,10,-0.1132284300295013,0.0355154734098719,-0.1386346692020707,-0.0878221908569318,10,0,12.912238099699223,-10.081795352858876,3.343516084637334e-06,0.0,0.001953125
high_damage_underestimation_ratio,model_effect_on_92d,92D_SVR_minus_92D_Ridge,10,-0.1515462845013324,0.0221804551251988,-0.1674132262527158,-0.1356793427499489,10,0,18.526426170367493,-21.606023287395814,4.589505179876421e-09,0.0,0.001953125
high_damage_underestimation_ratio,interaction_difference_in_differences,(92D_SVR-78D_SVR)-(92D_Ridge-78D_Ridge),10,-0.0383178544718311,0.0478539799892861,-0.072550529535349,-0.0040851794083132,8,2,,-2.532113216267138,0.032123795139041,8.0,0.048828125
