feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
full,ridge,results/tables/physics_ablation/debug_sensors_124_3000/full/ridge,results/tables/physics_ablation/debug_sensors_124_3000/full/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,92,not_available,0.006608929911821573,0.006986745897094626,0.06120442398782657,0.08358675670879105,0.0,0.04362854305077496,0.10063140014391535,0.061442062571819854,0.06422875922968252,not_available,not_available,not_available,not_available
no_meta,ridge,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/ridge,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.007043006435612312,0.007348760256678054,0.0635671609371552,0.08572491036261312,0.0,0.04503626734799217,0.10513646277230465,0.061442062571819854,0.06365269830947852,not_available,not_available,not_available,not_available
physics_no_meta_core,ridge,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/ridge,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.007043006435612312,0.007348760256678054,0.0635671609371552,0.08572491036261312,0.0,0.04503626734799217,0.10513646277230465,0.061442062571819854,0.06365269830947852,not_available,not_available,not_available,not_available
full,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/full/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/full/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,92,not_available,0.007346077071007492,0.007588873548617019,0.06636087229236891,0.08711414092222353,0.0,0.047111697548231635,0.10954145347516336,0.061442062571819854,0.062356578748599345,not_available,not_available,not_available,not_available
full,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/full/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/full/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,92,not_available,0.007471828242375503,0.007804289299652151,0.06691012681176388,0.08834188870322024,0.0,0.04603619744444803,0.11373542782493186,0.061442062571819854,0.06026865256252257,not_available,not_available,not_available,not_available
no_meta,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_3,not_applicable,clipped,not_applicable,86,not_available,0.007507180004057996,0.007874701287531498,0.06725457663461101,0.08873951367644235,0.0,0.045859452416318294,0.115249044475646,0.061442062571819854,0.05975356131179478,not_available,not_available,not_available,not_available
physics_no_meta_core,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_3,not_applicable,clipped,not_applicable,86,not_available,0.007507180004057997,0.007874701287531498,0.06725457663461101,0.08873951367644235,0.0,0.045859452416318294,0.115249044475646,0.061442062571819854,0.05975356131179478,not_available,not_available,not_available,not_available
no_meta,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/no_meta/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.007721318091231457,0.007954478497189967,0.06824966632791667,0.08918788312988467,0.0,0.04799458750072243,0.11368673504837941,0.061442062571819854,0.06168866953522317,not_available,not_available,not_available,not_available
physics_no_meta_core,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/physics_no_meta_core/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.007721318091231457,0.007954478497189967,0.06824966632791667,0.08918788312988467,0.0,0.04799458750072243,0.11368673504837941,0.061442062571819854,0.06168866953522317,not_available,not_available,not_available,not_available
response_correlation,ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,59,not_available,0.007934488153698877,0.008053461597637245,0.06858687091139815,0.08974108088070505,0.0,0.04890766985869129,0.11273210570530812,0.061442062571819854,0.06313175604661805,not_available,not_available,not_available,not_available
