feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
response_correlation,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,59,not_available,0.007662156275863751,0.00813418778439493,0.06933673754141735,0.09018973214504482,0.0,0.048469488667596886,0.11614705258269026,0.061442062571819854,0.06070077723047468,not_available,not_available,not_available,not_available
response_frequency,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_3,not_applicable,clipped,not_applicable,75,not_available,0.007987324216526162,0.008355217310370052,0.06959993162212935,0.09140687780670584,0.0,0.047817579001312345,0.11846304696071883,0.061442062571819854,0.06005829831452824,not_available,not_available,not_available,not_available
response_correlation,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_correlation/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,59,not_available,0.008344871054576016,0.00850022542357297,0.07169366078057347,0.09219666709579566,0.0,0.050842002897362404,0.1184690014375064,0.061442062571819854,0.06184289718068313,not_available,not_available,not_available,not_available
response_basic_only,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,52,not_available,0.00827286475666558,0.008808586528892189,0.07216457299997761,0.09385407039064522,0.0,0.05055861244883711,0.12063199802010358,0.061442062571819854,0.06073145483108004,not_available,not_available,not_available,not_available
response_spatial,random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/random_forest,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,64,not_available,0.008291910571486403,0.00875206227021057,0.07220212532461094,0.09355245731786296,0.0,0.05049105390209826,0.120905339596734,0.061442062571819854,0.060721913386610565,not_available,not_available,not_available,not_available
response_frequency,ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,75,not_available,0.0084093739476837,0.008733000614528417,0.07222078545373872,0.09345052495587393,0.0,0.05123895668899005,0.11928813106114793,0.061442062571819854,0.06287568035098376,not_available,not_available,not_available,not_available
response_spatial,ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,64,not_available,0.008579621391315392,0.00887373586785304,0.07323104297351143,0.09420050885134879,0.0,0.051855306312930394,0.12118201980670669,0.061442062571819854,0.06250065553595881,not_available,not_available,not_available,not_available
response_basic_only,ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/ridge,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,52,not_available,0.008663758551452037,0.008886792202506821,0.0734859953348827,0.09426978414373728,0.0,0.052205291204358205,0.12122379108714036,0.061442062571819854,0.06263013508043073,not_available,not_available,not_available,not_available
response_frequency,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_frequency/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,75,not_available,0.008750427112856654,0.009190241192992972,0.07524208047126356,0.09586574567066682,0.0,0.05318965173136872,0.12471104223913575,0.061442062571819854,0.061521309230105174,not_available,not_available,not_available,not_available
response_spatial,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_spatial/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,64,not_available,0.00892084191058803,0.009283286986298407,0.07588144167264671,0.09634981570453785,0.0,0.053766187577500145,0.1254913359941917,0.061442062571819854,0.061380514078806146,not_available,not_available,not_available,not_available
response_basic_only,elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/elasticnet,results/tables/physics_ablation/debug_sensors_124_3000/response_basic_only/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,52,not_available,0.008992112914078901,0.00929850243321942,0.07617359021021741,0.09642874277527122,0.0,0.05423856131403857,0.1253791955719159,0.061442062571819854,0.06158643898323367,not_available,not_available,not_available,not_available
