noise_level,noise_percent,tag,feature_set,model,test_mae,source_table,test_rmse,n_features,mae_on_damaged_entries,mean_prediction_on_zero_entries,config_label
0.2,20.0,debug_noise_020_1000,response_frequency,elasticnet,0.0578713714878765,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0791449284671349,75,0.0966955533862506,0.0406684046902918,response_frequency + elasticnet
0.2,20.0,debug_noise_020_1000,response_basic_only,ridge,0.0590041298428927,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0807251603102041,52,0.0963215601069496,0.0424688035999813,response_basic_only + ridge
0.2,20.0,debug_noise_020_1000,response_spatial,ridge,0.0597029327454112,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0811239423814244,64,0.0969295442412382,0.0432078482327324,response_spatial + ridge
0.2,20.0,debug_noise_020_1000,response_spatial,elasticnet,0.0620412296864236,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0825299934893067,64,0.1012598014975587,0.0446635090049763,response_spatial + elasticnet
0.2,20.0,debug_noise_020_1000,response_basic_only,elasticnet,0.0622343327094358,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0826923043361236,52,0.1031103152348504,0.0441222145444215,response_basic_only + elasticnet
0.2,20.0,debug_noise_020_1000,full,random_forest,0.0729451724378547,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.094399879008337,92,0.1265517714052181,0.0491921273748341,full + random_forest
0.2,20.0,debug_noise_020_1000,no_meta,random_forest,0.0730514445601528,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0944951733556758,86,0.1266113490527614,0.0493190897849776,no_meta + random_forest
0.2,20.0,debug_noise_020_1000,physics_no_meta_core,random_forest,0.0730514445601528,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0944951733556758,86,0.1266113490527614,0.0493190897849776,physics_no_meta_core + random_forest
0.2,20.0,debug_noise_020_1000,response_correlation,random_forest,0.073426030417113,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0948452735404785,59,0.1244177115127115,0.0508316535636153,response_correlation + random_forest
0.2,20.0,debug_noise_020_1000,response_frequency,random_forest,0.0746486076191655,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0960577521780042,75,0.1269087393375422,0.0514921812161075,response_frequency + random_forest
0.2,20.0,debug_noise_020_1000,response_spatial,random_forest,0.0759382544615346,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0973102633443886,64,0.1275498041092997,0.0530692143028397,response_spatial + random_forest
0.2,20.0,debug_noise_020_1000,response_basic_only,random_forest,0.0760187043986505,results/tables/physics_ablation/debug_noise_020_1000/ablation_model_comparison_fixed.csv,0.0973842653689128,52,0.1272559457850715,0.0533155199586625,response_basic_only + random_forest
