feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
full,ridge,results/tables/physics_ablation/debug_noise_010_1000/full/ridge,results/tables/physics_ablation/debug_noise_010_1000/full/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,92,not_available,0.0033588358824771934,0.003502339176099763,0.03944834733426421,0.05918056417524053,0.0,0.028942495386728988,0.06338791160815593,0.06024736005310712,0.06625855189306906,not_available,not_available,not_available,not_available
no_meta,ridge,results/tables/physics_ablation/debug_noise_010_1000/no_meta/ridge,results/tables/physics_ablation/debug_noise_010_1000/no_meta/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.003548992037974674,0.0038382546468858155,0.043485909941205304,0.06195364918135021,0.0,0.03346465797949463,0.06632122178838207,0.06024736005310712,0.06836664831729783,not_available,not_available,not_available,not_available
physics_no_meta_core,ridge,results/tables/physics_ablation/debug_noise_010_1000/physics_no_meta_core/ridge,results/tables/physics_ablation/debug_noise_010_1000/physics_no_meta_core/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.003548992037974674,0.0038382546468858155,0.043485909941205304,0.06195364918135021,0.0,0.03346465797949463,0.06632122178838207,0.06024736005310712,0.06836664831729783,not_available,not_available,not_available,not_available
full,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/full/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/full/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,92,not_available,0.004285618848350998,0.004660938632090687,0.049066041580671106,0.06827106731325275,0.0,0.036101736938260694,0.07860765379862271,0.06024736005310712,0.06410428971672358,not_available,not_available,not_available,not_available
no_meta,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/no_meta/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/no_meta/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.0045327670962605785,0.004965562994709812,0.051901922908069956,0.07046675098732601,0.0,0.03907888499366982,0.08112163225399814,0.06024736005310712,0.06576957968604051,not_available,not_available,not_available,not_available
physics_no_meta_core,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/physics_no_meta_core/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/physics_no_meta_core/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.0045327670962605785,0.004965562994709812,0.051901922908069956,0.07046675098732601,0.0,0.03907888499366982,0.08112163225399814,0.06024736005310712,0.06576957968604051,not_available,not_available,not_available,not_available
response_correlation,ridge,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/ridge,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,59,not_available,0.004781746650595606,0.005214961788014066,0.05267799288242979,0.07221469232790559,0.0,0.03916150034699639,0.08347786931563049,0.06024736005310712,0.06605309687779316,not_available,not_available,not_available,not_available
response_frequency,ridge,results/tables/physics_ablation/debug_noise_010_1000/response_frequency/ridge,results/tables/physics_ablation/debug_noise_010_1000/response_frequency/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,75,not_available,0.004395817147726964,0.005101821380209191,0.05300625920313747,0.07142703535923349,0.0,0.041976119202794274,0.07814051264654245,0.06024736005310712,0.06923490390383946,not_available,not_available,not_available,not_available
response_correlation,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,59,not_available,0.005310696329659422,0.005858421102147629,0.05702604535824728,0.07654032337368082,0.0,0.04159246653144855,0.09219436432423127,0.06024736005310712,0.06364255885710679,not_available,not_available,not_available,not_available
response_frequency,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_frequency/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_frequency/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,75,not_available,0.0055988267741085285,0.0062437833407597634,0.0605044554759043,0.07901761411710533,0.0,0.04595508044954878,0.09365794938841931,0.06024736005310712,0.06607736675788951,not_available,not_available,not_available,not_available
response_spatial,ridge,results/tables/physics_ablation/debug_noise_010_1000/response_spatial/ridge,results/tables/physics_ablation/debug_noise_010_1000/response_spatial/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,64,not_available,0.005757934600723549,0.006722182307070783,0.06189252726650044,0.08198891575738017,0.0,0.04599292685152747,0.09812276427766836,0.06024736005310712,0.0658513465350553,not_available,not_available,not_available,not_available
response_basic_only,ridge,results/tables/physics_ablation/debug_noise_010_1000/response_basic_only/ridge,results/tables/physics_ablation/debug_noise_010_1000/response_basic_only/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,52,not_available,0.005858371443710083,0.006748978870406668,0.0625948742837929,0.08215216899392655,0.0,0.045989371976724966,0.10043364183596412,0.06024736005310712,0.06478559600562936,not_available,not_available,not_available,not_available
response_spatial,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_spatial/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_spatial/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,64,not_available,0.006345780304534557,0.007304168234254219,0.06602134767641016,0.0854644267181043,0.0,0.04832937249748371,0.10633584849396388,0.06024736005310712,0.06377702429655147,not_available,not_available,not_available,not_available
response_basic_only,elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_basic_only/elasticnet,results/tables/physics_ablation/debug_noise_010_1000/response_basic_only/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,52,not_available,0.006463992177105529,0.007227879755372169,0.06632868443736918,0.0850169380498508,0.0,0.04779986557339768,0.10855009135691074,0.06024736005310712,0.06237837272399768,not_available,not_available,not_available,not_available
response_correlation,random_forest,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/random_forest,results/tables/physics_ablation/debug_noise_010_1000/response_correlation/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,59,not_available,0.00759706545581018,0.00855481259550427,0.0740506550697155,0.09249222991962228,0.0,0.05321376096132887,0.12153144656259653,0.06024736005310712,0.061144006888024335,not_available,not_available,not_available,not_available
full,random_forest,results/tables/physics_ablation/debug_noise_010_1000/full/random_forest,results/tables/physics_ablation/debug_noise_010_1000/full/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,92,not_available,0.007782707587307421,0.008594199781087379,0.07417693702080669,0.09270490699573232,0.0,0.05345115832414173,0.12140453110009244,0.06024736005310712,0.06117046169546262,not_available,not_available,not_available,not_available
