feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
response_basic_only,ridge,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/ridge,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,52,not_available,0.006177489090276546,0.006868829533568328,0.06105478888972205,0.08287840209347866,0.0,0.043397102270139216,0.09857737295633558,0.06443414394922412,0.06534245698071825,not_available,not_available,not_available,not_available
response_spatial,ridge,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/ridge,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,64,not_available,0.00606995592901122,0.006905524240351359,0.061133734415679146,0.08309948399569855,0.0,0.04422234754891195,0.09707043150755941,0.06443414394922412,0.06690874001385884,not_available,not_available,not_available,not_available
response_spatial,elasticnet,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/elasticnet,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,64,not_available,0.007008904923750796,0.007611830152571966,0.06600993778066438,0.08724580306566022,0.0,0.04617485343848328,0.10815949200779928,0.06443414394922412,0.06336015259925933,not_available,not_available,not_available,not_available
response_basic_only,elasticnet,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/elasticnet,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,52,not_available,0.007081924806186617,0.007657696900851724,0.06638952400194768,0.08750826761427588,0.0,0.045996522004164854,0.10972465324723622,0.06443414394922412,0.06252006600171989,not_available,not_available,not_available,not_available
no_meta,random_forest,results/tables/physics_ablation/debug_noise_015_1000/no_meta/random_forest,results/tables/physics_ablation/debug_noise_015_1000/no_meta/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,86,not_available,0.008896182850920325,0.008687893772155751,0.0725787880773669,0.093208871745965,0.0,0.05024703993042328,0.12003375288962204,0.06443414394922412,0.06081442070173569,not_available,not_available,not_available,not_available
physics_no_meta_core,random_forest,results/tables/physics_ablation/debug_noise_015_1000/physics_no_meta_core/random_forest,results/tables/physics_ablation/debug_noise_015_1000/physics_no_meta_core/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,86,not_available,0.008896182850920325,0.008687893772155751,0.0725787880773669,0.093208871745965,0.0,0.05024703993042328,0.12003375288962204,0.06443414394922412,0.06081442070173569,not_available,not_available,not_available,not_available
full,random_forest,results/tables/physics_ablation/debug_noise_015_1000/full/random_forest,results/tables/physics_ablation/debug_noise_015_1000/full/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,92,not_available,0.008829385495202275,0.008718359771002084,0.07259067438463336,0.09337215736504155,0.0,0.05013875176693962,0.12030100994723258,0.06443414394922412,0.06065677400920567,not_available,not_available,not_available,not_available
response_correlation,random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_correlation/random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_correlation/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,59,not_available,0.008822518785894618,0.008773010884107207,0.07317917051405001,0.09366435225904894,0.0,0.05008375192449362,0.12225693501685735,0.06443414394922412,0.060232862415356615,not_available,not_available,not_available,not_available
response_frequency,random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_frequency/random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_frequency/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_3,not_applicable,clipped,not_applicable,75,not_available,0.009325332889430616,0.009368459894374874,0.07540290455171003,0.0967908048028059,0.0,0.051661419248890166,0.12585356082020227,0.06443414394922412,0.06027262735668704,not_available,not_available,not_available,not_available
response_basic_only,random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_basic_only/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,52,not_available,0.009544351569455302,0.009555812201855514,0.07640927575881394,0.09775383471688215,0.0,0.05240925971581819,0.12740930985017995,0.06443414394922412,0.06059518240019666,not_available,not_available,not_available,not_available
response_spatial,random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/random_forest,results/tables/physics_ablation/debug_noise_015_1000/response_spatial/random_forest/metrics.json,PhysicsSklearnRegressor,random_forest_depth_None_leaf_1,not_applicable,clipped,not_applicable,64,not_available,0.009797770883699191,0.009697250190321466,0.0770548666710102,0.09847461698489346,0.0,0.05258495342743557,0.1290534323136063,0.06443414394922412,0.059963466300123315,not_available,not_available,not_available,not_available
