feature_set,estimator,experiment_dir,metrics_path,model,best_candidate,condition_mode,output_mode,final_mode,n_features,best_epoch,best_val_mse,test_mse,test_mae,test_rmse,negative_prediction_ratio,mean_prediction_on_zero_entries,mae_on_damaged_entries,mean_true_damage,mean_pred_damage,precision_macro,recall_macro,f1_macro,exact_mask_match_ratio
full,ridge,results/tables/physics_ablation/debug_noise_005_1000/full/ridge,results/tables/physics_ablation/debug_noise_005_1000/full/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,92,not_available,0.0032043679762224827,0.0031109386740459967,0.037545786522156274,0.05577578931800066,0.0,0.02809876642496263,0.05994265439303109,0.05872195439340504,0.06431584461962861,not_available,not_available,not_available,not_available
no_meta,ridge,results/tables/physics_ablation/debug_noise_005_1000/no_meta/ridge,results/tables/physics_ablation/debug_noise_005_1000/no_meta/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.0037355807538999755,0.0035023492393289036,0.04100088514197965,0.059180649196582016,0.0,0.031241601521456275,0.06413806316366992,0.05872195439340504,0.06546323509720449,not_available,not_available,not_available,not_available
physics_no_meta_core,ridge,results/tables/physics_ablation/debug_noise_005_1000/physics_no_meta_core/ridge,results/tables/physics_ablation/debug_noise_005_1000/physics_no_meta_core/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,86,not_available,0.0037355807538999755,0.0035023492393289036,0.04100088514197965,0.059180649196582016,0.0,0.031241601521456275,0.06413806316366992,0.05872195439340504,0.06546323509720449,not_available,not_available,not_available,not_available
full,elasticnet,results/tables/physics_ablation/debug_noise_005_1000/full/elasticnet,results/tables/physics_ablation/debug_noise_005_1000/full/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,92,not_available,0.004249763505115912,0.004200575368443165,0.0475576797827522,0.06481184589597155,0.0,0.035925071317757185,0.0751361110874033,0.05872195439340504,0.06331170029388886,not_available,not_available,not_available,not_available
response_frequency,ridge,results/tables/physics_ablation/debug_noise_005_1000/response_frequency/ridge,results/tables/physics_ablation/debug_noise_005_1000/response_frequency/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,75,not_available,0.0046914497661974305,0.004501221654911432,0.0492544942546871,0.06709114438516779,0.0,0.03660615862117216,0.07924099783526745,0.05872195439340504,0.06403073947510333,not_available,not_available,not_available,not_available
no_meta,elasticnet,results/tables/physics_ablation/debug_noise_005_1000/no_meta/elasticnet,results/tables/physics_ablation/debug_noise_005_1000/no_meta/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.0047243248628970735,0.00457915418185631,0.04982005116583965,0.06766944792043385,0.0,0.037380398371904704,0.07931181228404496,0.05872195439340504,0.06320598898259282,not_available,not_available,not_available,not_available
physics_no_meta_core,elasticnet,results/tables/physics_ablation/debug_noise_005_1000/physics_no_meta_core/elasticnet,results/tables/physics_ablation/debug_noise_005_1000/physics_no_meta_core/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,86,not_available,0.0047243248628970735,0.00457915418185631,0.04982005116583965,0.06766944792043385,0.0,0.037380398371904704,0.07931181228404496,0.05872195439340504,0.06320598898259282,not_available,not_available,not_available,not_available
response_correlation,ridge,results/tables/physics_ablation/debug_noise_005_1000/response_correlation/ridge,results/tables/physics_ablation/debug_noise_005_1000/response_correlation/ridge/metrics.json,PhysicsSklearnRegressor,ridge_alpha_0.01,not_applicable,clipped,not_applicable,59,not_available,0.0053097724243788835,0.004783552846906552,0.05197395617160283,0.06916323334624078,0.0,0.041076957003843374,0.07780841487269549,0.05872195439340504,0.06729991650596012,not_available,not_available,not_available,not_available
response_correlation,elasticnet,results/tables/physics_ablation/debug_noise_005_1000/response_correlation/elasticnet,results/tables/physics_ablation/debug_noise_005_1000/response_correlation/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,59,not_available,0.0057862867657681545,0.005482011222755722,0.05680459090329388,0.07404060522953416,0.0,0.04316865536405285,0.08913248302441583,0.05872195439340504,0.06462930987554244,not_available,not_available,not_available,not_available
response_frequency,elasticnet,results/tables/physics_ablation/debug_noise_005_1000/response_frequency/elasticnet,results/tables/physics_ablation/debug_noise_005_1000/response_frequency/elasticnet/metrics.json,PhysicsSklearnRegressor,elasticnet_alpha_0.0005_l1_0.1,not_applicable,clipped,not_applicable,75,not_available,0.006362547404765066,0.005909034290403334,0.05791898870529561,0.07687024320504869,0.0,0.04220120032690796,0.09518250946754046,0.05872195439340504,0.06171174696491124,not_available,not_available,not_available,not_available
